favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
111,Disney,"“Then I guess there’s just one problem left.” “And what's that, Your Majesty?” “How much I’m going to miss her.” http://t.co/UMc09uwN",,False,Tue Jun 05 21:25:19 +0000 2012,270,210120138958192642
54,Twitter Web Client,"If you could switch places with a #DisneyCharacter for a day, which one would you choose?",,False,Tue Nov 06 17:36:09 +0000 2012,120,265870196818997249
1867,Sprinklr,True love’s kiss: http://t.co/HP6NudtqSk,,False,Tue Feb 11 23:10:27 +0000 2014,1226,433377519468048384
20,Twitter Web Client,#DisneyDecode: IRAFY MOTROHEGD,,False,Tue Sep 25 21:39:07 +0000 2012,34,250711050343813121
1766,Sprinklr,Cuteness at play. https://t.co/T2dh2HEiiW,,False,Tue Nov 10 00:00:05 +0000 2015,471,663868694863417345
723,Sprinklr,"This Disney Reads Day, celebrate the magic of storytelling at a @DisneyStore near you: https://t.co/kYtkU2HmqR https://t.co/xaasW6XXTb",,False,Sat Feb 06 15:00:07 +0000 2016,160,695985328579018753
43,Twitter,"""Hiya, Bambi! Watch what I can do!"" - Thumper http://yfrog.com/h4w7np #Bambi",,False,Thu Mar 17 18:00:03 +0000 2011,164,48443493026242560
1455,Sprinklr,Why fit in when you were born to stand out? #Brave http://t.co/adfPylcqrE,,False,Mon Apr 07 22:00:58 +0000 2014,967,453291367859777537
1628,Sprinklr,"""He'll be there for you, no matter what."" #ToyStory3 http://t.co/IyAm288V0o",,False,Thu Jun 18 20:00:04 +0000 2015,644,611624437834752000
0,Twitter,@FromPage2Screen Have a spooktacular day! #DisneyHalloween,FromPage2Screen,False,Mon Oct 31 17:10:37 +0000 2011,1,131055485070745600
1642,Vine - Make a Scene,Every bunny dance now! 🐰🎉 #InternationalRabbitDay (🎥: @afvofficial) https://t.co/5dDzGWufMl,,False,Sat Sep 24 20:41:37 +0000 2016,582,779782863713628160
1525,Sprinklr,♫ And that's the gospel truth! ♫ http://t.co/wfEAkjbjMU,,False,Mon Jun 30 23:00:07 +0000 2014,694,483746833697886208
9,Twitter Web Client,@toriwillingham Did you know that #AliceinWonderland has more characters than any other Disney animated feature film?,toriwillingham,False,Fri Dec 28 21:34:26 +0000 2012,11,284774333296041985
0,Twitter,@yan873 Happy haunting! #DisneyHalloween,yan873,False,Mon Oct 31 18:22:20 +0000 2011,3,131073533869694976
24,Twitter,(Disney + Coppola + Lucas + Jackson)^80s = #CaptainEO http://di.sn/FG,,False,Sat Sep 10 16:10:21 +0000 2011,109,112558538886365184
312,Twitter for iPhone,Emma Thompson at the #SavingMrBanks premiere on the Walt Disney Studios lot. http://t.co/n4Lfa8Z0Oh,,False,Tue Dec 10 03:27:04 +0000 2013,80,410249277760233472
3617,Sprinklr,"Congrats to Pete Docter, Jonas Rivera, and the #InsideOut team on their #GoldenGlobes win for Best Animated Feature! https://t.co/iKjxqUVgNc",,False,Mon Jan 11 02:16:43 +0000 2016,1639,686371125077643264
2530,Sprinklr,Catch a new wave of friends when #FindingDory opens June 17. 💙 https://t.co/aseGLsGNq5,,False,Sun Apr 17 17:00:06 +0000 2016,1312,721745059243298817
634,Sprinklr,"♫ Hockety, pockety, wockety, wack, abra, cabra, dabra, nack! ♫ - Merlin #TheSwordInTheStone http://t.co/is7SbApOoW",,False,Fri May 23 19:00:03 +0000 2014,332,469915681098846208
368,Sprinklr,Scoop up warm hugs and more before @DisneyStore's Twice Upon a Year Sale is over: https://t.co/nv6cexT3Vx https://t.co/950vnp1MTt,,False,Sun Jul 03 23:00:01 +0000 2016,55,749739503070371841
83,Twitter Web Client,Meet Zarina and see the whole Disney Fairies crew in the new #PirateFairy trailer: http://t.co/HyIbrEUFCC,,False,Wed Dec 04 17:49:29 +0000 2013,54,408291986202849280
826,Sprinklr,This is the @StarWars Celebration Europe 2016 livestream schedule you're looking for: https://t.co/EOvHNrRip8 #SWCE https://t.co/kZWLMeusee,,False,Fri Jul 15 03:00:18 +0000 2016,231,753786238507843584
5328,Sprinklr,Love leaves its mark. https://t.co/SCzLaeVnA6,,False,Sun Feb 14 18:00:05 +0000 2016,2498,698929721824907264
1313,Sprinklr,“People always like to root for Cinderella and the Prince.” - Walt Disney http://t.co/q93X8FEyiA,,False,Wed May 07 20:00:13 +0000 2014,616,464132617626222593
880,Twitter for iPhone,Rock 'n roar. The #GoodDino premiere is about to begin. https://t.co/MWglKu1NIC,,False,Wed Nov 18 01:01:14 +0000 2015,267,666783184474865664
78,Disney,Never underestimate the element of surprise. http://t.co/fcgRPUsn,,False,Tue Apr 10 21:12:30 +0000 2012,290,189823193400352769
703,Twitter Web Client,"""With a dream and an idea, you can do anything."" —Mike Gabriel #D23EXPO",,False,Sun Aug 16 19:24:20 +0000 2015,449,632996330185560064
3283,Vine - Make a Scene,When you've had too much sugar. 🍭🍫🍰🍩🍬🍪💥 https://t.co/qUJNtUnT7p,,False,Wed Nov 11 21:43:23 +0000 2015,1918,664559067835318273
47,Twitter Web Client,"If you could be on a #DisneyParks ride right now, which one would you choose?",,False,Fri Dec 07 17:15:52 +0000 2012,80,277099117858131968
2479,Sprinklr,♫ Fairytales can come true. You gotta make 'em happen. It all depends on you. ♫ https://t.co/bTxwheEBsl,,False,Fri Dec 11 17:00:04 +0000 2015,1188,675359404510851072
0,Twitter,@Bonolo_Diseko Trick! http://t.co/oIlpPqlL #DisneyHalloween,Bonolo_Diseko,False,Mon Oct 31 17:32:10 +0000 2011,2,131060910415548416
537,Sprinklr,"Brave the waves in The Finest Hours, coming to Blu-ray &amp; Digital HD on May 24: https://t.co/g14Hd8gg1d https://t.co/l3gI48OYHE",,False,Sat Mar 26 23:00:03 +0000 2016,108,713863111414005760
18,Twitter,"Doddisms [dädizəms] n. Helpful advice shared on The Mickey Mouse Club by Jimmie Dodd. Example: ""You must learn to walk before you can run.""",,False,Wed Jul 13 20:43:02 +0000 2011,48,91246275537813504
1131,Twitter Media Studio,A work of heart. Learn the story behind #WaltDisney’s animation legacy: https://t.co/U8cym4l2M6 https://t.co/Nw88AX0MY2,,False,Mon Dec 05 22:06:22 +0000 2016,403,805896119741841408
39,Twitter,To animate is to bring to life. http://yfrog.com/gz3ou2p,,False,Mon Jan 24 19:00:10 +0000 2011,137,29614455197278208
10,Twitter Web Client,Correct answer to today's #DisneyDecode: RT @maralita07 Wreck-It Ralph,,False,Fri Nov 09 02:19:21 +0000 2012,13,266726640904699904
609,Sprinklr,"Small, but super! Find the new @Marvel Tsum Tsum in @DisneyStore today: https://t.co/NIL0EQsCyq https://t.co/DLMZA5XPsD",,False,Wed Nov 16 02:00:03 +0000 2016,161,798707169935945729
175,Sprinklr,Certain as the sun that you're a #BeautyAndTheBeast expert? Find out: http://t.co/N9zIzmCB0h,,False,Sun Apr 13 23:59:17 +0000 2014,62,455495470174195712
19,Disney,#DisneyTrivia: What’s special about the names of Ariel and her six sisters?,,False,Wed May 09 20:57:33 +0000 2012,32,200328677207179264
2988,Sprinklr,Happy #PiDay from the huggable healthcare companion that's as sweet as 3.14159265358979323846264338327950288419716... http://t.co/opTRcAB0hs,,False,Sat Mar 14 10:00:02 +0000 2015,2354,576684199240974336
1474,Twitter Web Client,"A single kindness can change everything. See #GoodDino in theatres November 25.
https://t.co/7dpf2M647I",,False,Tue Jul 21 16:02:08 +0000 2015,832,623523360186568704
175,Sprinklr,Disney is giving away a Disney Parks vacation a day through Jan. 31. No purchase necessary. Visit for rules &amp; entry: http://t.co/ZsHglff34f,,False,Fri Jan 31 23:57:52 +0000 2014,91,429403189121929216
12,Twitter,Walt Disney conceived It's a Small World to celebrate children of all the cultures of the world. http://yfrog.com/h20gm2j,,False,Sun Dec 26 19:10:15 +0000 2010,5,19107743923179520
1717,Sprinklr,ShooOooOOw yoOOUuuUr stuUuuUff. #SpeakLikeAWhaleDay is here! 🐳 #FindingDory https://t.co/hLyrYHPkVg,,False,Sat Jun 11 18:00:04 +0000 2016,726,741691484764790784
59,Disney,#DisneyMemories are for all generations. http://t.co/6ilJjS5v,,False,Fri May 25 17:01:59 +0000 2012,142,206067600382373889
53,Twitter Web Client,See what’s around the river bend. http://t.co/LGKxbCTr,,False,Sun Oct 21 17:48:24 +0000 2012,91,260075073023664129
125,Disney,“All it takes is faith and trust.” http://t.co/5yOeDBMA #PeterPan,,False,Thu Jan 19 21:53:06 +0000 2012,607,160117605401759744
